idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
2417,42411918,Happy Food,"Something to enjoy in your lunch break :)

Created by www.yumyumlondon.com
Audio by www.davidkamp.de",2012-05-18T11:59:49-04:00,319207730,66,43708825,24,64145,470,https://i.vimeocdn.com/video/303510694_780x439.webp
2418,41753090,Peter Brings the Shadow to Life,"The title of this video by Joe Pease comes from this essay - http://yhoo.it/IBn2mK - which contains paragraphs such as, ""It is not uncommon for children to play with their shadows or to imagine that they are tangible. However, in order to grow up, children must leave behind this fantasy...no one ever fully grows up. Instead, growing up is a process that continues throughout life."" Of course, it might just be a bunch of shadows. Music by Nick Cave and Warren Ellis.",2012-05-08T00:53:55-04:00,1562056650,143,31809461,35,55158,1210,https://i.vimeocdn.com/video/582874926_780x439.webp
2419,37913669,Big Scary 'Leaving Home',"rage 'clip of the week' - May 5th 2012

director TIMOTHY MELVILLE
producer ALY WHITMORE
production company CAMERA CLUB. 2012

cinematographer SHELLEY FARTHING-DAWE
1st ac AUSTIN HAIGH
2nd ac GEORGE KATS

production designer STEPHANIE SOMEBODY
hair and makeup GEORGIA HARDY

production assistant SERENA ASSETTA, 
THOMAS CHEESMAN, KARL GRIESER, 
BEN CROOK and ROSS ADAMS

cast MELISSA HOWARD and TAVIS URQUHART

special thanks to TOM FRASER, PAUL HEDJES, JAMES HORNE, HUGH TURRAL and the STAMATIS family

shot on location at msqmSpace in Kensington Victoria.

check out the behind the scenes, http://youtu.be/G9UpzoDLFlA

http://bigscary.net
http://timothymelville.com",2012-03-04T16:38:29-05:00,370489965,249,43397805,109,76930,2384,https://i.vimeocdn.com/video/301305098_780x439.webp
2420,42397960,Collapse,"Experimental short film.
Design and animation: Selfburning.
Sound design: CypherAudio
www.selfburning.com 
www.cypheraudio.com

Premiered at Faux Images VI.
http://fauximages.de",2012-05-18T07:28:38-04:00,186849845,66,42778282,34,94122,1529,https://i.vimeocdn.com/video/296873269_780x439.webp
2421,16778908,DR TOM - LA LIBERTE EN CAVALE,"A lovely music video directed by Stephen Vuillemin and Emmanuelle Walker. 
Music and lyrics: Norman Langolff, Gaby Concato and Sylvie Arditi
Designs: Aurélien Prédal and Yoann Lemoine
Animation: Lucie Arnissolle, Olivier Lescot, Manuel Tanon-Tchi, Stephen Vuillemin and Emmanuelle Walker.
Matte paintings: Anne-Laure To
Production assistant: Martin Casalis.
Produced by One More Production.
",2010-11-12T16:46:43-05:00,61806236,103,43569316,8,10466,112,https://i.vimeocdn.com/video/302530175_780x439.webp
2422,35796070,Fortune Faded,"Follow us on our latest project: https://www.facebook.com/circleshortfilm

While smoking a cigarette, a man thinks about the fire that once destroyed his life. But going further back in time shows the true origin of the fire. 

View the Breakdown: http://vimeo.com/fex/breakdown

AWARDS:

*ADOBE DESIGN ACHIEVEMENT AWARD 2013 (USA)* *Category: Editing and Postproduction

*SHORT TIGER AWARD (Germany)* * FFA Germany, German Films

*RISING STAR AWARD* * CANADA INTERNATIONAL FILM FEST (Canada)

*BEST DIRECTOR AWARD* * FESTIVAL DE CINEMA QUINTA PRAIA (Int’l Competition, Portugal)

*BEST EXPERIMENTAL* * CALIFORNIA INTERNATIONAL SHORTS FESTIVAL 2012 (USA)

*NOMINATION: DEUTSCHER NACHWUCHSFILMPREIS 2013 / YOUNG GERMAN FILM PRIZE 2013* * 12th UP-AND-COMING INTERNATIONAL FILM FESTIVAL HANNOVER (Competition, Germany)

*AUDIENCE AWARD* *3rd JURY AWARD* * SCHNONGS – 1st STUDENTISCHES KURZFILMFESTIVAL DESSAU (Germany)

*HONORARY AWARD OF MERIT* * LUCERNE INTERNATIONAL FILM FEST (Switzerland)

*SEAL OF APPROVAL: ‘HIGHLY RECOMMENDED’* * FBW (GERMAN FILM AND MEDIA REVIEW)


SCREENINGS:

* SCHNONGS – 1st STUDENTISCHES KURZFILMFESTIVAL DESSAU (Germany) 
* WEBCUTS 2012 – INTERNET FILM FEST BERLIN (Germany) 
* CALIFORNIA INTERNATIONAL SHORTS FESTIVAL (SUMMER) (USA) 
* 1st FILM LEBEN FESTIVAL (Ilmenau, Germany) 
* LA SHORTS FEST 2012 (USA) 
* ODERKURZ – FILMSPEKTAKEL (Germany) 
* 12th SHRIEKFEST INTERNATIONAL HORROR & SCI-FI FILM FESTIVAL (Los Angeles, USA) 
* SHNIT INTERNATIONAL SHORT FILM FESTIVAL (Switzerland) 
* 9th SOESTER KURZFILMTAGE (Germany) 
* SCENECS FILM FESTIVAL (Netherlands) 
* AFI FEST (Los Angeles, USA) 
* UK FILM FESTIVAL (London, UK) 
* 12th FLENSBURGER KURZFILMTAGE (Germany) 
* 18th FILMSCHAU BADEN-WÜRTTEMBERG 2012 (Germany) 
* 20th FILMFESTIVAL CONTRAVISION (Germany) 
* CANADA INTERNATIONAL FILM FEST (Canada) 
* 66th CANNES INT’L FILM FESTIVAL – SHORT FILM CORNER (Market Screening; France) 
* 66th CANNES INT’L FILM FESTIVAL (GERMAN FILMS NEXT GENERATION SHORT TIGER, France) 
* 15th FESTIVAL DES DEUTSCHEN FILMS IN MADRID (Spain) 
* 15th FESTIVAL DES DEUTSCHEN FILM IN BARCELONA (Spain) 
* 37th OPEN AIR FILMFEST WEITERSTADT (Competition, Germany) 
* DIE LANGE NACHT DES KURZEN FILMS GERA (Germany) 
* BERLIN CINEMA SUMMER PARTY (Berlin, Germany) 
* PORTOBELLO FILM FESTIVAL (London, UK) 
* 12th ST. PETERSBURG INTERNATIONAL FESTIVAL OF DEBUT AND STUDENT FILMS BEGINNING (Int’l Competition, Russia) 
* FESTIVAL DE CINEMA QUINTA PRAIA (Int’l Competition, Portugal) 
* 13th FESTIVAL DES DEUTSCHEN FILMS IN BUENOS AIRES (Short Film Program, Argentina) 
* 18th FESTIVAL DES DEUTSCHEN FILMS IN PARIS (France) 
* 29th WARSAW FILM FESTIVAL (Section: Next Generation Short Tiger 2013, Poland) 
* BRNO INTERNATIONAL SHORT FILM FESTIVAL (Competition, Czech Republic) 
* KONSTANZER KURZ.FILM.SPIELE (Competition, Germany) 
* CURTA CINEMA 2013 (Foco Alemanha, Rio de Janeiro, Brazil) 
* 6th AMARCORT FILM FESTIVAL (Official Selection, Italy) 
* 23rd FANCINE – FANTASTIC FILM FESTIVAL (Official Competition of ON-LINE-SHORT FILMS, Malaga) 
* 5th PSSST! SILENT FILM FESTIVAL (Int’l Competition, Croatia) 
* FILMETS BADALONA FILM FESTIVAL 2013 (Barcelona, Spain) 
* AARHUS FILMFESTIVAL (International Shorts, Denmark) 
* 6th INTERNATIONAL FILM FESTIVAL NORTHERN WAVE (Reykjavik, Iceland) 
* REC FILMFESTIVAL 2013 (Berlin, Germany) 
* 12th UP-AND-COMING INTERNATIONAL FILM FESTIVAL HANNOVER (Competition, Germany) 
* 5th WORLDLESS INTERNATIONAL SHORT FILM FESTIVAL (Australia) 
* EUROSHORTS 2013 FESTIVAL (Int’l Competition, Poland) 
* FILMFEST DÜSSELDORF 2013(Competition, Germany) 
* XI FESTIVAL INTERNACIONAL DE CORTOMETRAJES ‘Almería en corto’ (Int’l Competition, Spain)


Created at Hochschule der Medien Stuttgart | winter term 2011/2012

Team:
Christoph Bachmann  |  Rainer Bez  |  Benjamin Dongus, Thomas Drexel  |  Daniel Galiard  |  Alexander Heringer  |  Bianca Jürgens  |  Andreas Kraußer  |  Johannes Krieger  |  Achim Lenz  |  Felix Schwarz  |  Rosario Squillace  |  Michael Wünsch  |  Johannes Wünsch",2012-01-28T08:38:29-05:00,227564819,191,43096888,90,218963,3658,https://i.vimeocdn.com/video/299194812_780x439.webp
2423,42315862,"Ödland, Østersøen","Ödland, album Sankta Lucia (october 2011).
http://www.odland.fr
Directed by Vincent Pianina (http://vincentpianina.blogspot.fr) & Lorenzo Papace (http://lorenzopapace.fr)

Music written, composed and recorded by Lorenzo Papace.
Alizée Bingöllü : chant
Lorenzo Papace : pianet
Léa Bingöllü : scie et chant
Isabelle Royet-Journoud : balais",2012-05-16T22:54:26-04:00,624074734,192,30355648,48,71115,1519,https://i.vimeocdn.com/video/203946554_780x439.webp
2424,39401575,How a Bicycle is Made (1945),"The design and manufacture of Raleigh bicycles.

Find out more information about this title at britishcouncil.org/film.",2012-03-29T06:25:45-04:00,553632213,1043,43122303,130,320270,3926,https://i.vimeocdn.com/video/513208605_780x439.webp
2425,41751540,OFFF Pescara & Webfest 2012 - Opening Titles,"Engines are on, the machinery starts. Join us as we twist and turn to contemplate reality through a different glass.

The Opening Titles for OFFF Pescara & Webfest 2012 were created in a true Physalia spirit, striving to find new ways to move a camera in reality with a control only possible in CG. This time around, we created our biggest rig ever- a multi-sized orbital crane half human-powered, half computer controlled. The different sizes of our rig allowed us to engage in a multi-dimensional trip- from the macro shots taken inside the Lightbox, to the highest flights in the woods.

The Titles were shot in stopmotion with an infrared camera hacked by ourselves- more than 10.000 raw infrared images compose them. The final film has no CG imagery and was shot entirely in stopmotion.

Making of
https://vimeo.com/41618102

Direction: Physalia

Music: Fernando Dominguez

Special thanks to: Alex Farriol, Alex Trochut, Jacinto Barquin, Javo, Marc Ambros & all of Pamplona 89.

-------------------------------------------------------
http://www.physaliastudio.com
Join Physalia: http://www.facebook.com/pages/Physalia-Studio/312137322501?ref=ts",2012-05-08T00:08:50-04:00,65276431,114,41813519,47,40861,1205,https://i.vimeocdn.com/video/289834681_780x439.webp
2426,24963094,Living Room,"This is a musical stop-motion short film, that I did as my bachelor-thesis. Shot with Canon7D.",2011-06-11T12:17:27-04:00,1611286143,266,39630866,41,62622,1942,https://i.vimeocdn.com/video/273687013_780x439.webp
2427,42304708,Vimeo Festival: Preparations now underway,"Andrea checks in with Josh and Vinnie to see how they're preparing for their Vimeo Festival workshop, ""Impossible Things On A Shoestring.""

Tickets for the Vimeo Festival are on sale now!
https://vimeo.com/awards",2012-05-16T18:13:16-04:00,56769613,88,42973860,40,46547,865,https://i.vimeocdn.com/video/298507672_780x439.webp
2428,24951327,iPod Magic - Deceptions,"Here is the preview of my ipod magic. Have fun watching and let me know what you think. More information about my magic can be found at http://marcotempest.com

Special Thanks to: 
Karl Germain (1878-1959) for the inspiration. David Britland for adding the magic of words, Kevin Blanc for relentlessly tweaking the motion graphics and bringing the butterflies to life, Alain Renold for making Karl smile one last time, Jojo Mayer for the wicked soundtrack. Matt, Sherry, Emily and sweet Carmen for their cameo appearances. Tobias Beckwith for Karls' voice. A super special shout out to Eric Redlinger for programing MultiVid. And to Paul Cope for inventing thermoplastic glue, without it this project would not have been possible. 

I made the application that I use to sync the iPods available for free at the App store. So if you feel inspired just download and start creating... Here are the instructions on how to use it: http://marcotempest.com/multivid",2011-06-11T01:12:53-04:00,865544566,262,42157051,45,105659,1629,https://i.vimeocdn.com/video/331171415_780x439.webp
2429,32882961,Darkside - A1,"Directed by Ryan Staake (Pomp&Clout)

Director of Photography: T.S. Pfeffer
Co-Producers: Robert McHugh & Ryan Staake
Label: Clown & Sunset Films
Production Companies: Pomp&Clout LLC & Pier Pictures
Costumes: Rachel Dainer-Best
Timelapse: Peter Corina
Pyramid: Santa Monica Plastics
Production Assistants: Jamin Mandel & Ian Kaye
Transportation: Rudy Schaefer
Thanks to Nicolas Jaar and Noah Kraft

Shot in Arizona and California",2011-11-29T20:50:32-05:00,486824103,367,36908352,28,47322,901,https://i.vimeocdn.com/video/253336310_780x439.webp
2430,40972394,Ken Burns: On Story,"What makes a great story? For legendary filmmaker Ken Burns, the answer is both complicated and personal. In this short documentary about the craft of storytelling, he explains his lifelong mission to wake the dead. Recently featured on The Atlantic. (http://www.theatlantic.com/video/archive/2012/05/ken-burns-on-story/257165/) 

Directed by Tom Mason and Sarah Klein 
Music by Ryan Sayward Whittier 
Animation by Elliot Cowan

Check out the sequel to this piece, George Saunders: On Story: https://vimeo.com/143732791

Transcript for Closed Captioning
Ken Burns On Story Transcription

 

You know the common story is one plus one equals two, we get it.  But all stories are really, the real genuine stories, are about one and one equaling three.  That’s what I’m interested in. 

We live in a rational world where absolutely we’re certain that one and one equals two, and it does.  But the things that matter most to us, some people call it love, some people call it God, some people call it reason, is that other thing where the whole is greater than the some of its parts, and that’s the three. 
Oh great story, they are everywhere. There are millions of them!  Abraham Lincoln wins the Civil War and then he decides he’s got enough time to go to the theater.  That’s a good story.  When Thomas Jefferson said we hold these truths to be self-evident, that all men are created equal, he owned a hundred human beings and never saw the hypocrisy, never saw the contradiction, and more important, never saw fit in his lifetime to free any one of them.  That’s a good story.  You know the stories that I like to tell are always interesting because the good guys have really serious flaws and the villains are very compelling.  My interest is always in complicating things. 

Jean Luc Goddard said cinema is truth 24 times a second.  Maybe.  It’s lying 24 times a second too, all the time, all story is manipulation.  Is there acceptable manipulation?  You bet.  People say oh boy, I was so moved to tears in your film.  That’s a good thing?  That was, I manipulated that.  That’s part of storytelling.  I didn’t do it dis-genuinely, I did it sincerely, I am moved by that too, that’s manipulation.  Truth is we hope a byproduct of the best of our stories and yet there are many, many different kinds of truths and an emotional truth is something that you have to build.  

I made a film on baseball once and it seemed to me that there was a dilemma for the racist of what to do about Jackie Robinson.  If you were a Brooklyn Dodger fan and you were a racist, what do you do when he arrives?  You can quit baseball all together, you can change teams, or you can change.  And I think that the kind of narrative that I subscribe trusts in the possibility that people could change.  I hope it’s a positive version of manipulation, but I do think that we do coalesce around stories that seem transcendent. 

I don’t know why I tell stories about history I mean there’s kind of classic dime-store Ken Burns wolf-at-the door things, my mother had cancer all of my life, she died when I was 11, there wasn’t a moment from when I was aware, two-and-a-half, three, that there was something dreadfully wrong in my life.  It might be that what I’m engaged in, in a historical pursuit is a thin layer perhaps thickly disguised waking of the dead, that I try to make Abraham Lincoln and Jackie Robinson and Louis Armstrong come alive and it maybe very obvious and very close to home who I’m actually trying to wake up.  We have to keep the wolf from the door, you know, we tell stories to continue ourselves. We all think an exception is going to be made in our case and we’re going to live forever, and being a human is actually arriving at the understanding that that’s not going to be, story is there to just remind us that it’s just okay.",2012-04-24T17:53:46-04:00,1180483941,321,43180571,111,145161,2690,https://i.vimeocdn.com/video/319433572_780x439.webp
2431,42161699,Vimeo Festival + Awards Judge: Charlie Bucket,"Charlie won the Captured category at the 2010 Vimeo Festival + Awards for Fluid Sculpture vimeo.com/3599345
He is serving as a judge for the 2012 Festival + Awards.
Tickets are on sale now! vimeo.com/awards

Music from the Vimeo Music Store: The Friend Song - Instrumental
by R Is For Rocket https://vimeo.com/musicstore/track/131734",2012-05-14T17:57:11-04:00,45826177,66,43125819,37,112164,1567,https://i.vimeocdn.com/video/299801109_780x439.webp
2432,40762760,Incident on Marmont Ave,"On November 12, 2011 the police were called to an incident at 1701 Marmont Avenue. This short film is the story of what happened that night.

CAST
William Mapother  http://www.imdb.com/name/nm0544611/ 
Jude Ciccolella  http://www.imdb.com/name/nm0161980/ 
Sonal Shah  http://www.imdb.com/name/nm1703500/ 
Adria Tennor  http://www.imdb.com/name/nm0855133/ 
Greg Hain  http://www.imdb.com/name/nm1411271/ 
Michael Patrick McCaffrey  http://www.imdb.com/name/nm1676620/ 
Hayden Croteau

CREATIVE TEAM
Director: Barry Andersson
Writer: Janie L Geyen
Producers: Mitch Aunger, Janie L Geyen and Barry Andersson
Director of Photography: Julien Lasseur

This project is one of the first narrative films to showcase the Canon 5D Mark III. We are excited to present a project that shows what DSLR technology can do for independent filmmakers at any budget. The entire film was shot on Zeiss CP.2 lenses courtesy of Carl Zeiss (http://www.zeiss.com/cine/cp2). The opening title sequence was shot entirely on the new Lensbaby 80mm Tilt Shift Lens (http://www.lensbaby.com).

Please take a minute and leave a comment or your thoughts on the film.  We appreciate your time and hope you enjoy the movie.

Contact Barry Andersson: barry@deodand.com
Contact Janie L Geyen: janie@deodand.com

For optimized viewing please consider the following:
- We have done an audio mix to split the difference for those listing on a laptop and those listening with headphones and/or good speakers.  You may have a hard time hearing some of the subtle sound design just listening through your laptop speakers.  We recommend listening with headphones or a good audio system.

http://planet5d.com/incident

The film was co-sponsored by Singular Software, Canonrumors.com and Kessler Cranes.",2012-04-21T01:39:58-04:00,1130306506,936,41175088,148,202255,2580,https://i.vimeocdn.com/video/285053708_780x439.webp
2433,41951380,99INJECTIONS - OIL (Official Video),"Music video for 99INJECTIONS' single ""OIL""

Get OIL track for free:
http://soundcloud.com/99injections/oil

Idea & Direction: Oleg Serdyuk
http://www.facebook.com/serdyuk.oleg

Edition: Alexandr Kratinov & Oleg Serdyuk

VFX & Post Production: Alexandr Kratinov
http://www.youtube.com/krotMonster

Concept Artists: Illya Pavlov & Mariya Norazyan
http://grafprom.com.ua

Vera Gnat as Earth

http://soundcloud.com/99injections
http://facebook.com/99INJECTIONS.page",2012-05-10T19:25:38-04:00,111249767,125,37078076,25,53640,694,https://i.vimeocdn.com/video/257164282_780x439.webp
2434,35696200,My Way (animated short),"Based on original book written and illustrated by Svjetlan Junaković

Story and visuals: Svjetlan Junaković
Director: Veljko Popović
Producer: Masha Udovičić
Music and sound: Hrvoje Štefotić
Narator: Charles Foster
Animation: Zvonimir Haramija, Mirela Ivanković Bielen, Ana Horvat, Juliana Kučan, Ana-Marija Vidaković
Compositing: Masha Udovičić, Zvonimir Haramija, Juliana Kučan",2012-01-26T10:59:41-05:00,285439478,400,37214968,41,254837,2485,https://i.vimeocdn.com/video/256501557_780x439.webp
2435,42108559,our first Share project. Old Skool Cafe,"this year we launched Share, a stillmotion effort to give back. every year we'll donate our time and gear to tell a one story that could use our help to get a wider audience or recognition. if you'd like to nominate somebody for our next share film, please email us at share@stillmotion.ca

getting to know so many of the people that make up Old Skool showed us a world that few of us had ever experienced first hand. it was certainly my first time visiting the projects and you can immediately feel the environment as you enter. 

as you'll see in the film, what we were left with was such a warm portrait of these youth who put so much of who they are, and so much heart into making Old Skool a success. i can remember being in that age range, not quite 20 yet, and i don't think i could point to one thing that i care about half as much as these youth care about Old Skool. their perspective and determination at such a young age is absolutely awe-inspiring. 

last Friday we brought a projector down to Old Skool to premier this piece. among a packed restaurant, Teresa stopped the kitchen and had everybody come out and take a moment to share in the experience. Tammy's first reaction to the film, through tears, was especially touching. she said that the Old Skool family means so much to her and the film showed the world how she knows each of them to be in her heart. 

///////////////////  soundtrack selection

for the soundtrack we needed music that was at first quiet and contemplative, and later uplifting.  originally we thought something with piano would work great for the first chapter, but it didn't feel perfect for the tone of the piece - while it filled the quiet need,we still felt the contemplative aspect was missing.

we've always been a fan of Drew Barefoot's music because of the contemplative nature of the music - you can't help but reflect on your own life as you listen to it.  Enjoy The Calm filled both needs perfectly - it's both quiet and contemplative.  when you watch this film, you feel a sense of calm in the characters as they talk about their past experiences; they've come to terms with who they were, and now they're looking at who they are and who they are going to be, and the title of the track and the music therein couldn't have been more perfect. 

for the uplifting chapter, we turned to Kelli Schaefer's - Song For a Friend.  the music, while uplifting, isn't over the top - it felt perfect for the emotional tone of the second chapter of the film and the lyrics couldn't have been better suited to the piece - I'm just going to stand by your side, I'm just going to hold your hand tight - it's exactly what Old Skool is about and it couldn't have been any more perfect for the end of the their film.

Music licensed at www.WithEtiquette.com
Drew Barefoot - Enjoy the Calm
Kelli Schaefer - Song For A Friend

///////////////////  more on Share

Share started because we wanted to give back. after our first film, we feel like we have taken much more than we gave, and for that we have to thank everybody at Old Skool. if you enjoy the film and want to support Old Skool, please share their film and come visit their restaurant. if you have ideas or want to help our with our next Share film, please email is at share@stillmotion.ca

For licensing inquiries, please contact discovery@storyandheart.com",2012-05-14T02:07:57-04:00,224418761,356,42830522,67,153277,2856,https://i.vimeocdn.com/video/298009657_780x439.webp
2436,41669642,"""Postcard From 1952"" - Explosions in The Sky","Directors: Peter Simonite, Annie Gunn //// http://peterandannie.com
Music: Explosions in the Sky

Winner - Grand Prize for Best Short Film New Jersey Film Festival
Winner - Best Cinematography for a Short Film Bootleg EdinBurgh Film Festival
Official Selection LA Indie Film Festival
Official Selection Sacramento Film Festival
Official Selection NYC Indie Film Festival
Official Selection Toronto Indie Film Festival
Official Selection ATX Festival

Written By: Peter Simonite, Annie Gunn
Label: Temporary Residence Limited
Producer: Daniel Gibbs
Producer: Roka Music
Producer: Meredith DeLeon
Representation/Publicity: Fons PR, Nasty Little Man

Assistant Director: Katie Tull
2nd Assistant Director: Susan Jasso
Director of Photography: Peter Simonite
Camera Operator: Jefe Greenheart
Camera Operator: Julio Quintana
Assistant Camera: Rob McGrath
Production Designer: Chad Keith
Art Director, Set Decorator: Jonathan Guggenheim
Gaffer: Mark Manthey
Best Electric: Janet Jensen
Grip: Mark Andrus
Grip: Steve Drake
Best Grip: Janet Jensen
Wardrobe, Costumer: Kari Perkins
Hair: Adrianne Lashley
Makeup: Rachael Morgan, Morgan Campbell
Locations: Paul Knaus

Production Manager: Caroline Wallace
Production Assistant: Ralph Flores
Production Assistant: David McKay
Production Assistant: Jenny Annar Trochez
Production Assistant: Kari Leigh Rosenfeld
Production Assistant: Brittany Washington

POST-PRODUCTION
Editor: Graham Hutchins
Editor: Joe Ashe
Digital VFX: Marlin Lask
Additional VFX: Graham Hutchins
Color: Joe Malina
Additional Color: Graham Hutchins
Media Manager: Dieter Galvan
Transcoding: Brandon Thomas at TBD Post

Special thanks to Kirk at GEAR Austin for additional support
Special thanks to Carolyn Ash Jones for use of her home

CAST (by appearance):
Mother with Camera: Shayla Jacobs
Bubble Girl: Ruby Storms Jacobs
Mother on Stairs: Anneke Swanson
Son/Raccoon Hat Boy: Memphis Hurta
Daughter/Stick Girl: Mackenzie Gorum
Baby at Piano: Ellie Lipson
Birthday Boy: Griffin Owen
Little Stevie: Emory Ott
Little Kathleen: Sienna Fons
Birthday Party Kids: Theo Richard, Walt Richard, Memphis Hurta
Baby in Driveway: Ezra Lipson
Christmas Kids: Seven Oldham, Jackson Edwards
Kathleen: Kathleen Carmichael
Birthday Cake Girl: Bethany Sprague
Girl in Window: Mila Webb
Stevie: Ryan Hall
Lady Doing Headstand: Denise Downs
Party-Goers: Brandy Fons, Shayla Jacobs
Piano Player: Evan Jacobs
Dog on Chair: Paris the Puggle
Bag-Head Boy: Noah Arnold
Older Kissing Couple: Bill and Debbie Pillow *

http://peterandannie.com",2012-05-06T18:24:31-04:00,2547603980,426,40379197,126,228062,4388,https://i.vimeocdn.com/video/464414875_780x439.webp
2437,12128138,Little Wild,"junior year animation at Risd. Something nice and playful

Follow little wild and the animal friends through the golden grass.

made in photoshop and after effects.",2010-05-29T03:44:41-04:00,77017529,215,42819257,94,247443,3250,https://i.vimeocdn.com/video/297167707_780x439.webp
2438,25108609,Terra Cotta Warrior,A highly symbolized illustration about Chinese modern history...,2011-06-14T19:14:32-04:00,214363779,640,42396624,5,36471,592,https://i.vimeocdn.com/video/294147837_780x439.webp
2439,41699285,FUTURE SELF | Project Film,"FUTURE SELF studies human movement, mirroring interaction in dance, light and sound, while exploring the self, present and future.

FUTURE SELF brought together a media artist collective, rAndom International, a choreographer, Wayne McGregor, and a composer, Max Richter in a unique interdisciplinary clash at MADE.

The FUTURE SELF Project Film documents the creative working process, which began in London, England, continued in Berlin and culminated in three wonderful performances at MADE.

Enjoy.

www.made-blog.com
www.facebook.com/made.space
www.twitter.com/MADE_Blog",2012-05-07T08:36:35-04:00,368939095,572,40653022,24,153467,1697,https://i.vimeocdn.com/video/281122066_780x439.webp
2440,41740558,Modeselektor & Thom Yorke - This,"Modeselektor & Thom Yorke - 'This'  (Official Video)

Created by FutureDeluxe / futuredeluxe.co.uk / 
Twitter / twitter.com/futuredeluxe 
Facebook / facebook.com/pages/Future-Deluxe/183007228394786

Produced by FutureDeluxe & Fractured Films

Directed by - Andrew Jones
Written by - Jason Drew & Andrew Jones 
3d & animation - Jason Drew & Xander Marritt
Girl character rigging & animation - Xander Marritt
Producer / Art Director - James Callahan
Titles - Ollie Aplin & Andrew Jones
Wardrobe - Skye Pennant 

Actress - Sheryl Lee
Marionettist - Sarah Fitzpatrick

Fractured Films / www.fracturedfilms.com
Director of Photography - Dominic Jones 
1st AD - Will Jewell 
Producer - Daniel Nixon 
1st Assistant Camera - Jason Oxley 
Gaffer - Stefan Mitchell  
Grip - Phil Richards 
Make-up - Nathan McLaughlin 
Runner - Lorena Wright",2012-05-07T19:33:10-04:00,270755506,257,42601374,30,72640,1248,https://i.vimeocdn.com/video/419339513_780x439.webp
2441,41904427,9 may 2012,"КОТ ТВ представляет 
Парад победы 9 мая Сыктывкар
canon 5D Mark II  canon EF24-105  canon Tiltshift TSE-17
Сенькин Сергей videoconstructor.ru
Даньщиков Леонид stoneberry.ru
http://vk.com/komiotv
http://www.youtube.com/user/komiotv",2012-05-10T05:31:51-04:00,142990465,171,41917166,78,92420,1366,https://i.vimeocdn.com/video/291331459_780x439.webp
2442,41700765,Modern Zamanlar (Modern Times)  2012,"- IMDB: http://imdb.to/Y6oiL0

Full Concentrate, Full View and with  Headphones please.

- Vimeo says:  Modern Zamanlar is a short but potent critique of our 21st-century love affair with constant connectivity or the illusion of it"" http://bit.ly/IR3ZZy

- Directorslive says: ""This philosophical short film explores the compounding isolation and compilacted self-awareness that we humans face in the digital age. With a carefully honed sense of irony ""Modern Zamanlar"" mixes desperation with humor to create a sympathetically ambiguous vignette"" http://bit.ly/LxKD9x

- Die Zeit from Germany says:http://bit.ly/JcvdJ7 
- NRC from Netherlands says: http://bit.ly/Joi9lX


* * * 

Türkçe 

Onaylanmak, beğenilmek ve ego...  İnsanoğlunun var olduğu ilk günden beri süregelen ve belki de sonsuza kadar gidecek en temel içgüdüleri. Sosyal medya? O sadece standardize edilmiş modern insan için bütün bunları daha görünür kıldı. 

English

Being approved, appreciated and satisfying ego. The eternal, fundamental and the primitive instincts of humankind since it has been existed. Social media? Just made it more obvious and visible for standardized modern man.


CREW:

Man: Görkem Öge
Producer / Director / Editor / CC and Sound Design: AAE (http://aykutalpersoy.com)
D.O.P: Ayberk Olgay - AAE
VFX: Uğur Engin Deniz - Ahmet Said Kaplan
Music: Terry Devine-King (Covering Non-Commercial License)
Assistants: Dila Begüm Kocaman - Berkant Çil  
Special Thanks To: Atölye15 & Kerem Özcan

Tech Specs:

Canon 550D
Canon 50mm f/1.4
Sigma 8mm f/4 Fisheye
Canon 70-200 f/2.8 USM
Tamron 17-50mm f/2.8 non VC


Follow our shit here:
http://www.facebook.com/hellocolorizmir

All the best! :)",2012-05-07T09:06:42-04:00,1795318097,490,42361412,35,38502,747,https://i.vimeocdn.com/video/479301609_780x439.webp
2443,41655330,Exo: A Visualization of Kepler's Exoplanet Candidates,"Exo is a visualization tool for exploring the nearly 2,300 exoplanet candidates that have been so far identified by NASA's Kepler mission. 

Working with the excellent folks at Oblong, this video shows a prototype of Exo running in a spacial, gestural environment. 

Full release of Exo for the web, tablet, and the future, coming soon.",2012-05-06T12:37:26-04:00,231000150,204,40279845,28,150194,1400,https://i.vimeocdn.com/video/278270561_780x439.webp
2444,41370263,Vimeo Festival + Awards Judge: Onur Senturk,"Onur won the Motion Graphics category at the 2010 Vimeo Festival + Awards for TRI▲NGLE https://vimeo.com/13216490

He is serving as a judge for the 2012 Festival + Awards.
Tickets are on sale now! vimeo.com/awards

Music: I Got Your Love - Instrumental by Winston Giles Orchestra, licensed from the Music Store.
https://vimeo.com/musicstore/track/126173",2012-05-01T14:15:00-04:00,69430280,102,41413215,52,90845,962,https://i.vimeocdn.com/video/286855533_780x439.webp
